company_id,company_name,country,industry,company_size,employee_count,annual_revenue,registration_date,city,region,status
C00254,AetherDynamics 254,USA,Consulting,Small,22,131935,2022-09-14,Addis Ababa,Addis Ababa,Active
C00255,PrismData 255,USA,Technology,Medium,98,867887,2023-03-21,Dire Dawa,Dire Dawa,Active
C00256,IonicCloud 256,USA,Logistics,Micro,3,65033,2025-04-02,Hosaena,SNNPR,Active
C00257,Rift Investment,Ethiopia,Tourism,Small,48,281049,2024-12-31,Mekelle,Tigray,Active
C00258,CobaltHub 258,USA,Cloud Services,Small,37,146658,2023-11-20,Addis Ababa,Addis Ababa,Active
C00259,IonicTech 259,USA,EdTech,Medium,124,157526,2025-12-26,Addis Ababa,Addis Ababa,Active
C00260,CipherGroup 260,USA,Consulting,Micro,5,50196,2022-08-18,Addis Ababa,Addis Ababa,Active
C00261,VortexVentures 261,USA,EdTech,Small,14,118505,2022-12-11,Bahir Dar,Amhara,Active
C00262,HelixTech 262,USA,Consulting,Large,4658,66311831,2022-10-26,Dessie,Amhara,Active
C00263,Nile Services,Ethiopia,Import/Export,Micro,2,272056,2022-01-18,Dire Dawa,Dire Dawa,Dissolved
C00264,Awash Services,Ethiopia,Real Estate,Micro,9,155106,2023-02-07,Sodo,SNNPR,Active
C00265,CobaltDigital 265,USA,Cloud Services,Enterprise,21139,59712731,2023-03-09,Harar,Harari,Active
C00266,Awash Agro,Ethiopia,Real Estate,Micro,3,36726,2024-02-06,Sodo,SNNPR,Active
C00267,Harar Real Estate,Ethiopia,Construction,Small,30,151493,2023-11-10,Bahir Dar,Amhara,Active
C00268,ZenithTech 268,USA,Technology,Small,28,211705,2024-05-17,Addis Ababa,Addis Ababa,Active
C00269,ZenithSolutions 269,USA,Logistics,Micro,1,270020,2022-12-16,Hawassa,Sidama,Dissolved
C00270,ZenithHub 270,USA,EdTech,Small,10,119613,2025-01-08,Addis Ababa,Addis Ababa,Active
C00271,CipherVentures 271,USA,E-Commerce,Small,19,159327,2023-01-19,Addis Ababa,Addis Ababa,Active
C00272,OrbitIO 272,USA,Consulting,Small,36,59124,2023-09-25,Addis Ababa,Addis Ababa,Active
C00273,Gambella Textile,Ethiopia,Agriculture,Micro,1,92976,2023-12-27,Addis Ababa,Addis Ababa,Active
C00274,Addis PLC,Ethiopia,Manufacturing,Large,2918,25157730,2024-04-04,Addis Ababa,Addis Ababa,Suspended
C00275,Lalibela Textile,Ethiopia,Agriculture,Medium,232,1088456,2022-07-31,Hawassa,Sidama,Active
C00276,Tigray Textile,Ethiopia,Retail,Small,26,211438,2024-08-23,Addis Ababa,Addis Ababa,Active
C00277,VertexIO 277,USA,Logistics,Enterprise,38546,436973597,2025-04-15,Adama,Oromia,Active
C00278,Simien Textile,Ethiopia,Construction,Micro,7,206735,2022-04-07,Dire Dawa,Dire Dawa,Active
C00279,Amhara Real Estate,Ethiopia,Import/Export,Medium,190,1870151,2023-02-13,Addis Ababa,Addis Ababa,Active
C00280,Rift Real Estate,Ethiopia,Real Estate,Micro,4,174656,2024-01-18,Bahir Dar,Amhara,Active
C00281,Oromia Construction,Ethiopia,Real Estate,Micro,2,222323,2022-03-16,Bishoftu,Oromia,Active
C00282,AxiomData 282,USA,Technology,Small,11,135791,2025-12-03,Shashamane,Oromia,Active
C00283,ApexCloud 283,USA,Logistics,Small,14,115388,2023-06-20,Dessie,Amhara,Active
C00284,Lalibela Trading,Ethiopia,Retail,Small,47,54227,2022-01-28,Shashamane,Oromia,Active
C00285,CipherTech 285,USA,Logistics,Small,26,255272,2022-06-13,Arba Minch,SNNPR,Dissolved
C00286,ApexSolutions 286,USA,FinTech,Large,2494,8105403,2022-04-14,nEKEMTE,Oromia,Active
C00287,StratosCloud 287,USA,Healthcare Tech,Small,23,101114,2023-10-23,Addis Ababa,Addis Ababa,Active
C00288,CobaltWorks 288,USA,Logistics,Micro,7,347720,2025-11-04,Addis Ababa,Addis Ababa,Dissolved
C00289,PrismSystems 289,USA,FinTech,Small,24,358546,2022-03-21,dIRE dAWA,Dire Dawa,Suspended
C00290,Awash Investment,Ethiopia,Manufacturing,Small,29,187097,2022-10-23,Hawassa,Sidama,Active
C00291,Harar Real Estate,Ethiopia,Construction,Micro,1,25119,2025-11-18,Dilla,SNNPR,Active
C00292,ApexLabs 292,USA,Healthcare Tech,Micro,5,506840,2022-07-03,Dire Dawa,Dire Dawa,Active
C00293,Amhara Real Estate,Ethiopia,Agriculture,Large,543,4448004,2024-07-22,Addis Ababa,Addis Ababa,Active
C00294,CipherData 294,USA,Technology,Small,37,45807,2022-04-29,Addis Ababa,Addis Ababa,Active
C00295,CipherCloud 295,USA,Consulting,Small,46,473843,2023-02-06,Mekelle,Tigray,Active
C00296,AxiomCloud 296,USA,Logistics,Large,1209,21091260,2023-12-30,Nekemte,Oromia,Active
C00297,Oromia Import Export,Ethiopia,Construction,Medium,151,589954,2025-04-25,Addis Ababa,Addis Ababa,Active
C00298,ZenithAI 298,USA,Technology,Small,27,109160,2023-07-19,Harar,Harari,Active
C00299,Lalibela Textile,Ethiopia,Import/Export,Large,3342,3953239,2022-11-10,Addis Ababa,Addis Ababa,Active
C00300,VortexSystems 300,USA,FinTech,Medium,160,331899,2022-01-18,Addis Ababa,Addis Ababa,Active
C00301,Tana Manufacturing,Ethiopia,Manufacturing,Large,4176,6290474,2024-12-21,Bahir Dar,Amhara,Active
C00302,CipherSolutions 302,USA,Consulting,Micro,5,68118,2025-06-11,Addis Ababa,Addis Ababa,Active
C00303,AxiomData 303,USA,Healthcare Tech,Micro,4,163546,2023-05-12,Addis Ababa,Addis Ababa,Active
C00304,Awash Real Estate,Ethiopia,Manufacturing,Micro,9,91625,2025-06-04,Addis Ababa,Addis Ababa,Active
C00305,CipherAI 305,USA,Technology,Micro,6,51421,2023-06-06,Dessie,Amhara,Active
C00306,EmberWorks 306,USA,EdTech,Small,11,60290,2022-10-24,Addis Ababa,Addis Ababa,Active
C00307,HelixData 307,USA,E-Commerce,Medium,209,926361,2025-10-09,Mekelle,Tigray,Suspended
C00308,ApexCloud 308,USA,Consulting,Micro,6,81831,2024-12-22,Dire Dawa,Dire Dawa,Active
C00309,Abay Trading,Ethiopia,Tourism,Micro,1,32208,2022-01-16,Arba Minch,SNNPR,Suspended
C00310,PrismGroup 310,USA,Cloud Services,Small,22,67713,2023-05-30,Jimma,Oromia,Active
C00311,Bale Services,Ethiopia,Tourism,Small,46,156740,2024-03-13,Bahir Dar,Amhara,Active
C00312,VertexTech 312,USA,Cloud Services,Medium,150,2485701,2024-11-20,Addis Ababa,Addis Ababa,Active
C00313,VertexSystems 313,USA,Healthcare Tech,Micro,8,43789,2024-04-27,Arba Minch,SNNPR,Active
C00314,StratosLabs 314,USA,FinTech,Small,35,115514,2024-05-09,Addis Ababa,Addis Ababa,Active
C00315,Rift Agro,Ethiopia,Real Estate,Medium,124,1127875,2023-04-11,Mekelle,Tigray,Active
C00316,  OrbitData 316,USA,Technology,Micro,6,233036,2024-02-07,Mekelle,Tigray,Active
C00317,IonicDigital 317,USA,E-Commerce,Large,1176,4730184,2022-11-28,Bahir Dar,Amhara,Suspended
C00318,Addis Real Estate,Ethiopia,Import/Export,Small,41,176553,2023-12-26,Mekelle,Tigray,Active
C00319,NovaDynamics 319,USA,Logistics,Large,1705,780970,2022-12-06,Jimma,Oromia,Active
C00320,HelixAI 320,USA,E-Commerce,Micro,1,151684,2025-10-19,Dire Dawa,Dire Dawa,Suspended
C00321,AxiomSystems 321,USA,Healthcare Tech,Small,27,63114,2023-08-18,Addis Ababa,Addis Ababa,Active
C00322,Tana Import Export,Ethiopia,Import/Export,Small,46,68912,2025-05-17,Addis Ababa,Addis Ababa,Active
C00323,AetherLabs 323,USA,Logistics,Medium,194,1320106,2022-12-19,Adama,Oromia,Active
C00324,Awash Services,Ethiopia,Real Estate,Small,15,99622,2024-08-26,Dire Dawa,Dire Dawa,Active
C00325,QuantumDynamics 325,USA,EdTech,Micro,5,103436,2025-11-14,Harar,Harari,Active
C00326,CipherSystems 326,USA,Cloud Services,Enterprise,44048,643067721,2022-01-16,Dire Dawa,Dire Dawa,Active
C00327,AetherCloud 327,USA,EdTech,Medium,144,1180952,2024-06-02,Mekelle,Tigray,Active
C00328,ZenithVentures 328,USA,Healthcare Tech,Small,16,200831,2025-05-01,Dessie,Amhara,Active
C00329,Lalibela Construction,Ethiopia,Manufacturing,Enterprise,21170,44777593,2022-05-10,Jimma,Oromia,Active
C00330,FluxNet 330,USA,Healthcare Tech,Small,48,395261,2022-03-10,Gondar,Amhara,Active
C00331,SynapseDigital 331,USA,FinTech,Micro,8,280587,2024-10-01,Shashamane,Oromia,Active
C00332,HelixDigital 332,USA,Consulting,Small,46,378515,2023-04-24,Addis Ababa,Addis Ababa,Suspended
C00333,OrbitCloud 333,USA,Cloud Services,Small,32,48451,2024-03-07,Bishoftu,Oromia,Active
C00334,VertexCloud 334,USA,FinTech,Small,19,236536,2023-02-16,Addis Ababa,Addis Ababa,Active
C00335,QuantumVentures 335,USA,Technology,Medium,140,463128,2025-09-26,Addis Ababa,Addis Ababa,Active
C00336,ZenithIO 336,USA,Healthcare Tech,Micro,7,53533,2024-02-05,Addis Ababa,Addis Ababa,Active
C00337,CipherIO 337,USA,Logistics,Small,41,261873,2024-05-06,Dessie,Amhara,Active
C00338,Bale Investment,Ethiopia,Manufacturing,Enterprise,12859,149350928,2022-02-18,Addis Ababa,Addis Ababa,Active
C00339,OrbitVentures 339,USA,E-Commerce,Small,31,284507,2022-04-05,Arba Minch,SNNPR,Suspended
C00340,Gambella Real Estate,Ethiopia,Import/Export,Micro,1,188376,2022-09-23,Hawassa,Sidama,Active
C00341,QuantumDynamics 341,USA,Logistics,Small,34,109907,2024-02-18,Arba Minch,SNNPR,Active
C00342,Tana Real Estate,Ethiopia,Agriculture,Small,15,70510,2024-12-08,Addis Ababa,Addis Ababa,Active
C00343,Simien Trading,Ethiopia,Agriculture,Micro,4,69079,2024-10-29,Nekemte,Oromia,Active
C00344,PrismLabs 344,USA,Cloud Services,Medium,235,669162,2024-01-20,Addis Ababa,Addis Ababa,Active
C00345,PrismGroup 345,USA,EdTech,Large,2578,21756816,2024-10-14,Adama,Oromia,Active
C00346,Simien Manufacturing,Ethiopia,Manufacturing,Small,19,126253,2022-12-09,Addis Ababa,Addis Ababa,Active
C00347,StratosHub 347,USA,FinTech,Small,28,105351,2023-10-01,Harar,Harari,Active
C00348,Lalibela Trading,Ethiopia,Tourism,Small,11,235495,2024-11-10,Addis Ababa,Addis Ababa,Active
C00349,CascadeDynamics 349,USA,Consulting,Micro,1,185257,2023-01-27,Addis Ababa,Addis Ababa,Active
C00350,AxiomCloud 350,USA,Cloud Services,Medium,192,366431,2024-06-18,Addis  Ababa,Addis Ababa,Active
C00351,HelixTech 351,USA,Healthcare Tech,Micro,8,104478,2025-05-19,Bahir Dar,Amhara,Active
C00352,ApexVentures 352,USA,Consulting,Micro,5,41040,2022-09-19,Addis Ababa,Addis Ababa,Active
C00353,PrismAI 353,USA,Logistics,Micro,8,46429,2025-08-01,Hosaena,SNNPR,Active
C00354,Tana Agro,Ethiopia,Manufacturing,Enterprise,7301,27794387,2025-09-27,Addis Ababa,Addis Ababa,Active
C00355,CascadeDynamics 355,USA,FinTech,Micro,1,18592,2022-10-04,Addis Ababa,Addis Ababa,Active
C00356,OrbitVentures 356,USA,FinTech,Small,40,125219,2024-09-18,Gondar,Amhara,Active
C00357,AxiomData 357,USA,Technology,Small,24,480195,2023-04-30,Dilla,SNNPR,Suspended
C00358,Rift Agro,Ethiopia,Manufacturing,Small,23,58204,2024-07-30,Addis Ababa,Addis Ababa,Active
C00359,OrbitWorks 359,USA,EdTech,Large,4446,61779695,2024-09-07,Jijiga,Somali,Active
C00360,Nile Services,Ethiopia,Tourism,Micro,4,337134,2023-04-18,Gondar,Amhara,Active
C00361,StratosDigital 361,USA,Consulting,Micro,2,136171,2024-09-16,Shashamane,Oromia,Active
C00362,Addis Agro,Ethiopia,Retail,Large,909,18992249,2022-10-30,Dilla,SNNPR,Active
C00363,NexusVentures 363,USA,E-Commerce,Medium,135,1521160,2022-07-20,Dilla,SNNPR,Active
C00364,Harar Construction,Ethiopia,Tourism,Micro,6,70974,2022-05-22,Dire Dawa,Dire Dawa,Active
C00365,CipherVentures 365,USA,Consulting,Small,45,351629,2024-02-02,Dilla,SNNPR,Active
C00366,ZenithHub 366,USA,Consulting,Small,31,633951,2023-04-23,Addis Ababa,Addis Ababa,Active
C00367,Oromia Agro,Ethiopia,Manufacturing,Micro,4,139124,2023-07-28,Dessie,Amhara,Active
C00368,ApexVentures 368,USA,E-Commerce,Small,48,197096,2025-04-14,Bahir Dar,Amhara,Active
C00369,PrismGroup 369,USA,Consulting,Small,45,71288,2025-01-07,Hawassa,Sidama,Active
C00370,AetherVentures 370,USA,E-Commerce,Micro,1,224022,2023-10-17,Addis Ababa,Addis Ababa,Active
C00371,Bale Textile,Ethiopia,Retail,Enterprise,20401,48670914,2023-02-05,Addis Ababa,Addis Ababa,Active
C00372,VortexIO 372,USA,Logistics,Small,30,148252,2024-05-06,Adama,Oromia,Active
C00373,PrismIO 373,USA,Logistics,Small,18,140125,2022-07-31,Addis Ababa,Addis Ababa,Active
C00374,OrbitData 374,USA,Consulting,Large,4192,11656235,2025-07-09,Mekelle,Tigray,Active
C00375,StratosNet 375,USA,FinTech,Small,10,98269,2023-12-10,Mekelle,Tigray,Active
C00376,CobaltDigital 376,USA,Logistics,Small,40,93289,2025-11-22,Dire Dawa,Dire Dawa,Active
C00377,Tigray Services,Ethiopia,Construction,Small,18,202894,2024-06-01,Addis Ababa,Addis Ababa,Active
C00378,CipherTech 378,USA,Healthcare Tech,Micro,5,66514,2022-04-27,Dire Dawa,Dire Dawa,Active
C00379,Addis Investment,Ethiopia,Retail,Large,4217,13150719,2025-03-18,Addis Ababa,Addis Ababa,Active
C00380,PrismData 380,USA,Technology,Micro,6,60830,2025-05-25,Addis Ababa,Addis Ababa,Active
C00381,Oromia Textile,Ethiopia,Tourism,Micro,5,118384,2022-10-01,Addis Ababa,Addis Ababa,Dissolved
C00382,CascadeLabs 382,USA,Technology,Large,2943,55935615,2024-10-01,Addis Ababa,Addis Ababa,Suspended
C00383,CascadeIO 383,USA,EdTech,Large,814,16813180,2023-01-11,Addis Ababa,Addis Ababa,Suspended
C00384,Rift Trading,Ethiopia,Retail,Small,25,146225,2025-09-02,Adama,Oromia,Active
C00385,HelixWorks 385,USA,Consulting,Micro,1,135197,2023-08-12,Addis Ababa,Addis Ababa,Active
C00386,AetherGroup 386,USA,Consulting,Small,38,123901,2022-09-30,Addis Ababa,Addis Ababa,Active
C00387,PrismData 387,USA,Technology,Micro,8,94052,2025-11-18,Adama,Oromia,Active
C00388,Addis Construction,Ethiopia,Construction,Micro,1,253973,2023-08-14,Bahir Dar,Amhara,Active
C00389,EmberVentures 389,USA,Consulting,Small,38,989334,2024-02-10,Arba Minch,SNNPR,Suspended
C00390,StratosSystems 390,USA,Consulting,Small,25,105743,2025-03-23,Addis Ababa,Addis Ababa,Active
C00391,QuantumIO 391,USA,Cloud Services,Micro,8,135158,2023-03-20,Asella,Oromia,Active
C00392,EmberSystems 392,USA,Healthcare Tech,Small,22,103225,2022-07-18,Jijiga,Somali,Active
C00393,CipherGroup 393,USA,FinTech,Micro,7,17900,2023-12-26,Gondar,Amhara,Active
C00394,Amhara Import Export,Ethiopia,Real Estate,Small,47,83249,2025-03-13,Dessie,Amhara,Active
C00395,CobaltDigital 395,USA,Technology,Micro,3,131479,2025-04-29,Dire Dawa,Dire Dawa,Active
C00396,Rift PLC,Ethiopia,Real Estate,Small,32,302272,2025-09-13,Gondar,Amhara,Active
C00397,Harar Construction,Ethiopia,Retail,Medium,190,1622136,2023-12-20,Addis Ababa,Addis Ababa,Dissolved
C00398,Tigray Manufacturing,Ethiopia,Retail,Micro,8,92525,2023-04-30,Addis Ababa,Addis Ababa,Active
C00399,VortexWorks 399,USA,E-Commerce,Small,25,66161,2023-07-21,Addis Ababa,Addis Ababa,Active
C00400,EmberDynamics 400,USA,E-Commerce,Medium,51,200460,2025-09-06,Shashamane,Oromia,Active
C00401,PrismNet 401,USA,E-Commerce,Micro,6,50573,2024-11-25,Addis Ababa,Addis Ababa,Active
C00402,Gambella Textile,Ethiopia,Agriculture,Small,21,99008,2025-02-15,Addis Ababa,Addis Ababa,Active
C00403,Bale Agro,Ethiopia,Tourism,Medium,118,455257,2023-12-25,Jijiga,Somali,Active
C00404,NexusLabs 404,USA,E-Commerce,Medium,96,372193,2025-10-22,Bishoftu,Oromia,Active
C00405,CipherSystems 405,USA,E-Commerce,Medium,163,2335873,2022-09-23,Addis Ababa,Addis Ababa,Active
C00406,Tana Investment,Ethiopia,Retail,Micro,7,57470,2024-04-07,Addis Ababa,Addis Ababa,Active
C00407,Lalibela Import Export,Ethiopia,Agriculture,Micro,2,94192,2025-10-17,Adama,Oromia,Active
C00408,Oromia Services,Ethiopia,Agriculture,Small,17,38522,2022-04-24,Adama,Oromia,Active
C00409,Harar Construction,Ethiopia,Construction,Small,26,169424,2022-01-09,Adama,Oromia,Active
C00410,HelixIO 410,USA,E-Commerce,Small,46,482408,2025-12-10,Hosaena,SNNPR,Active
C00411,Tigray Trading,Ethiopia,Construction,Small,31,454582,2024-01-05,Addis Ababa,Addis Ababa,Active
C00412,CipherDynamics 412,USA,EdTech,Micro,1,118874,2022-04-18,Jimma,Oromia,Active
C00413,Tigray Trading,Ethiopia,Manufacturing,Medium,91,326634,2023-09-07,Addis Ababa,Addis Ababa,Active
C00414,NovaIO 414,USA,Technology,Small,34,369222,2025-03-21,Dire Dawa,Dire Dawa,Active
C00415,NovaVentures 415,USA,EdTech,Medium,209,836067,2025-09-22,Addis Ababa,Addis Ababa,Dissolved
C00416,SynapseVentures 416,USA,E-Commerce,Small,37,143596,2025-03-07,Addis Ababa,Addis Ababa,Active
C00417,EmberNet 417,USA,Cloud Services,Large,909,16446111,2025-05-10,Nekemte,Oromia,Active
C00418,Tana PLC,Ethiopia,Agriculture,Micro,2,110629,2022-08-17,Gondar,Amhara,Dissolved
C00419,CobaltDynamics 419,USA,Cloud Services,Medium,199,638556,2024-05-26,Mekelle,Tigray,Active
C00420,Bale Investment,Ethiopia,Tourism,Large,4991,57859436,2024-10-02,Dessie,Amhara,Active
C00421,Addis Construction,Ethiopia,Manufacturing,Medium,78,401639,2024-11-14,Adama,Oromia,Suspended
C00422,PrismLabs 422,USA,Cloud Services,Small,14,72193,2022-02-22,Hosaena,SNNPR,Active
C00423,AxiomIO 423,USA,Consulting,Micro,8,141467,2023-01-06,Hawassa,Sidama,Active
C00424,ApexLabs 424,USA,Technology,Small,17,350600,2022-11-26,Mekelle,Tigray,Active
C00425,OrbitWorks 425,USA,Logistics,Medium,202,497615,2023-02-15,Addis Ababa,Addis Ababa,Suspended
C00426,Rift Textile,Ethiopia,Retail,Large,3936,34483492,2022-03-17,Bahir Dar,Amhara,Active
C00427,EmberTech 427,USA,EdTech,Small,34,283437,2025-01-27,Addis Ababa,Addis Ababa,Active
C00428,AxiomLabs 428,USA,FinTech,Micro,2,82980,2024-06-09,Bishoftu,Oromia,Active
C00429,CipherVentures 429,USA,Consulting,Enterprise,29570,110643249,2023-05-26,Dire Dawa,Dire Dawa,Active
C00430,Tana Manufacturing,Ethiopia,Manufacturing,Large,4434,10173151,2023-12-14,Jimma,Oromia,Active
C00431,Gambella Textile,Ethiopia,Tourism,Micro,6,97601,2022-12-17,Sodo,SNNPR,Active
C00432,Abay Import Export,Ethiopia,Tourism,Enterprise,8582,57988990,2022-09-03,Gondar,Amhara,Active
C00433,VertexAI 433,USA,Cloud Services,Medium,177,285148,2024-02-04,Dire Dawa,Dire Dawa,Active
C00434,Oromia PLC,Ethiopia,Construction,Large,4673,21635899,2022-02-28,Bahir Dar,Amhara,Active
C00435,CobaltIO 435,USA,Logistics,Medium,175,320240,2023-02-05,Addis Ababa,Addis Ababa,Active
C00436,Bale Manufacturing,Ethiopia,Construction,Medium,90,440592,2025-12-06,Addis Ababa,Addis Ababa,Active
C00437,ZenithData 437,USA,FinTech,Enterprise,27858,213195637,2023-07-20,Adama,Oromia,Active
C00438,HelixAI 438,USA,Consulting,Medium,188,1660383,2022-03-21,Gondar,Amhara,Active
C00439,OrbitLabs 439,USA,EdTech,Small,19,125565,2023-06-26,Addis Ababa,Addis Ababa,Active
C00440,Tana Construction,Ethiopia,Import/Export,Small,23,129000,2025-09-26,Dire Dawa,Dire Dawa,Active
C00441,QuantumTech 441,USA,Healthcare Tech,Micro,4,66005,2024-04-07,Addis Ababa,Addis Ababa,Active
C00442,QuantumWorks 442,USA,Healthcare Tech,Small,20,125349,2022-09-25,Addis Ababa,Addis Ababa,Active
C00443,CascadeDynamics 443,USA,Healthcare Tech,Micro,7,53521,2025-04-18,Gondar,Amhara,Active
C00444,Oromia Real Estate,Ethiopia,Agriculture,Medium,179,1744436,2023-04-25,Dilla,SNNPR,Dissolved
C00445,Simien Construction,Ethiopia,Construction,Micro,9,90060,2022-01-16,Dire Dawa,Dire Dawa,Active
C00446,IonicSystems 446,USA,Healthcare Tech,Large,4531,20092502,2025-08-24,Addis Ababa,Addis Ababa,Active
C00447,Bale Import Export,Ethiopia,Manufacturing,Small,21,24415,2022-01-26,Addis Ababa,Addis Ababa,Active
C00448,CipherLabs 448,USA,Consulting,Small,30,174279,2024-10-16,Addis Ababa,Addis Ababa,Dissolved
C00449,QuantumVentures 449,USA,Technology,Large,3961,71560689,2022-01-21,Hawassa,Sidama,Active
C00450,StratosSystems 450,USA,Technology,Small,48,66750,2023-02-08,Addis Ababa,Addis Ababa,Active
C00451,CobaltWorks 451,USA,Consulting,Micro,9,81392,2023-01-28,Debre Birhan,Amhara,Active
C00452,ZenithHub 452,USA,EdTech,Micro,8,88884,2024-02-23,Dire Dawa,Dire Dawa,Active
C00453,Rift Trading,Ethiopia,Retail,Micro,8,48282,2025-09-06,Addis Ababa,Addis Ababa,Active
C00454,Gambella Investment,Ethiopia,Construction,Medium,60,361409,2023-01-23,Bishoftu,Oromia,Active
C00455,Awash PLC,Ethiopia,Manufacturing,Micro,5,86840,2025-08-31,Addis Ababa,Addis Ababa,Active
C00456,CipherGroup 456,USA,E-Commerce,Large,844,9510442,2025-05-06,Addis Ababa,Addis Ababa,Active
C00457,StratosAI 457,USA,FinTech,Micro,9,86375,2022-10-08,Shashamane,Oromia,Active
C00458,AxiomHub 458,USA,Technology,Medium,189,700087,2023-08-09,Addis Ababa,Addis Ababa,Active
C00459,VortexDigital 459,USA,Consulting,Small,37,438475,2024-03-01,Dessie,Amhara,Dissolved
C00460,VertexSystems 460,USA,Cloud Services,Small,34,239342,2025-04-03,Nekemte,Oromia,Active
C00461,Gambella Import Export,Ethiopia,Real Estate,Medium,76,305426,2023-12-18,Adama,Oromia,Active
C00462,Abay Textile,Ethiopia,Real Estate,Medium,191,1123211,2024-04-25,Dessie,Amhara,Active
C00463,AxiomHub 463,USA,E-Commerce,Medium,151,243684,2023-03-25,Addis Ababa,Addis Ababa,Active
C00464,Lalibela Import Export,Ethiopia,Retail,Large,998,12469846,2022-08-24,Addis Ababa,Addis Ababa,Active
C00465,CobaltTech 465,USA,Technology,Large,2263,3142092,2025-02-18,Arba Minch,SNNPR,Active
C00466,AetherSystems 466,USA,E-Commerce,Medium,98,690207,2022-01-09,Addis Ababa,Addis Ababa,Suspended
C00467,  Awash PLC,Ethiopia,Tourism,Small,19,62801,2023-02-13,Addis Ababa,Addis Ababa,Active
C00468,SynapseDynamics 468,USA,EdTech,Small,42,430710,2025-09-04,Addis Ababa,Addis Ababa,Active
C00469,AetherLabs 469,USA,FinTech,Small,19,119153,2023-12-16,Bishoftu,Oromia,Active
C00470,VertexAI 470,USA,Logistics,Micro,9,143579,2022-01-11,Gondar,Amhara,Active
C00471,FluxHub 471,USA,FinTech,Small,39,177221,2023-10-08,Addis Ababa,Addis Ababa,Dissolved
C00472,StratosIO 472,USA,Logistics,Small,30,147417,2023-07-02,Debre Birhan,Amhara,Active
C00473,HelixDynamics 473,USA,Consulting,Micro,4,182767,2024-02-15,Addis Ababa,Addis Ababa,Active
C00474,CascadeSolutions 474,USA,Cloud Services,Small,49,230614,2025-02-16,Addis Ababa,Addis Ababa,Active
C00475,CascadeNet 475,USA,Cloud Services,Medium,165,392301,2022-07-18,Nekemte,Oromia,Active
C00476,VertexGroup 476,USA,EdTech,Enterprise,14562,62317214,2024-06-23,Jijiga,Somali,Active
C00477,ApexSolutions 477,USA,Logistics,Small,39,144628,2022-10-21,Gondar,Amhara,Active
C00478,Awash Services,Ethiopia,Import/Export,Medium,111,198762,2024-07-14,Dire Dawa,Dire Dawa,Dissolved
C00479,EmberSolutions 479,USA,EdTech,Medium,95,797630,2025-08-14,Adama,Oromia,Active
C00480,Tigray Agro,Ethiopia,Manufacturing,Small,49,119169,2022-09-08,Bahir Dar,Amhara,Active
C00481,Tigray PLC,Ethiopia,Tourism,Enterprise,14203,32396390,2022-06-20,Gondar,Amhara,Dissolved
C00482,Rift Agro,Ethiopia,Agriculture,Medium,171,504526,2024-07-18,Dire Dawa,Dire Dawa,Active
C00483,CobaltCloud 483,USA,EdTech,Micro,1,233894,2023-07-20,Dire Dawa,Dire Dawa,Active
C00484,IonicGroup 484,USA,Cloud Services,Small,41,245987,2024-01-02,Addis Ababa,Addis Ababa,Active
C00485,VortexDynamics 485,USA,Logistics,Small,14,40659,2022-11-09,Mekelle,Tigray,Dissolved
C00486,IonicGroup 486,USA,FinTech,Enterprise,11773,148576167,2024-09-29,Adama,Oromia,Active
C00487,Lalibela Services,Ethiopia,Manufacturing,Micro,7,37754,2024-03-22,Addis Ababa,Addis Ababa,Active
C00488,Lalibela PLC,Ethiopia,Tourism,Micro,2,83244,2022-01-22,Addis Ababa,Addis Ababa,Active
C00489,Lalibela Manufacturing,Ethiopia,Manufacturing,Medium,245,376077,2025-10-13,Addis Ababa,Addis Ababa,Active
C00490,HelixAI 490,USA,EdTech,Small,49,253262,2024-01-06,Hawassa,Sidama,Active
C00491,EmberNet 491,USA,E-Commerce,Medium,234,2246034,2024-07-24,Adama,Oromia,Active
C00492,StratosNet 492,USA,Logistics,Medium,228,225967,2024-09-15,Dilla,SNNPR,Active
C00493,IonicNet 493,USA,Cloud Services,Micro,7,120681,2025-04-26,Addis Ababa,Addis Ababa,Active
C00494,AetherGroup 494,USA,Cloud Services,Large,4750,14181151,2025-05-26,Harar,Harari,Active
C00495,CascadeIO 495,USA,Consulting,Medium,87,204658,2025-09-16,Nekemte,Oromia,Active
C00496,Gambella Investment,Ethiopia,Manufacturing,Large,601,1527525,2022-08-12,Asella,Oromia,Active
C00497,FluxLabs 497,USA,Healthcare Tech,Micro,2,466445,2025-04-26,Addis Ababa,Addis Ababa,Active
C00498,PrismCloud 498,USA,EdTech,Small,16,40423,2025-09-02,Adama,Oromia,Active
C00499,Lalibela Agro,Ethiopia,Construction,Medium,117,269155,2025-08-31,Debre Birhan,Amhara,Active
C00500,AxiomSolutions 500,USA,Cloud Services,Micro,3,64001,2023-12-23,Nekemte,Oromia,Active
C00501,Amhara Real Estate,Ethiopia,Tourism,Micro,6,170295,2024-10-31,Addis Ababa,Addis Ababa,Active
C00502,SynapseVentures 502,USA,E-Commerce,Small,25,539096,2025-05-02,Gondar,Amhara,Active
C00503,CobaltSolutions 503,USA,E-Commerce,Micro,5,114991,2024-10-09,Jijiga,Somali,Active
C00504,IonicIO 504,USA,Cloud Services,Large,4210,30045988,2024-06-13,Jimma,Oromia,Active
C00505,Nile Manufacturing,Ethiopia,Manufacturing,Micro,2,127028,2024-05-07,Nekemte,Oromia,Active
